Judge,Cluster,Week,Session Number,Position,Brew,Temp.x,TDS.x,PE.x,Dose,Setting,Grind,Empty Carafe,Full Carafe,Brew Mass,TDS__1,Percent Extraction,pH,Initial NaOH,Final NaOH,Titration pH,Volume,Brew Temperature,Pour Temp,90Sec Temp,Liking,Temp,Flavor.intensity,Acidity,Mouthfeel,Tea.floral,Fruit,Citrus,Green.veg,Paper.wood,Burnt,Cereal,Nutty,Dark.chocolate,Caramel,Bitter,Astringent,Roasted,Sour,Thick.viscous,Sweet,Rubber,Purchase.intent
36,1,3,14,8,93-1.0-20,High,Low,Medium,140.3,3LG,3,1771,4585.3,2814.3,1,20.05915895,5.08,17.2,21.5,8.21,4.3,85,75.2,69.7,7,5,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
36,1,2,8,8,93-1.0-24,High,Low,High,120,4LG,3,1775.9,4618.6,2842.7,1.01,23.92605833,5.13,0.4,4.5,8.22,4.1,79.6,67.8,61.1,9,3,3,3,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,5
36,1,1,2,1,93-1.25-16,High,Medium,Low,215.3,5SM,5,1799.8,4646.5,2846.7,1.28,16.92418021,5.08,8.3,14.2,8.18,5.9,80.3,67.9,62.8,7,4,2,4,3,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2
36,1,3,14,3,93-1.25-20,High,Medium,Medium,176.1,1SM,3,1784.8,4592.2,2807.4,1.34,21.36238501,4.99,6.5,12.3,8.2,5.8,85.2,76,70.5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36,1,2,8,10,93-1.25-24,High,Medium,High,150,14SM,3,1791.2,4625.8,2834.6,1.24,23.43269333,5.1,4.8,10,8.18,5.2,83.8,70.8,64,7,4,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3
36,1,2,8,3,93-1.5-16,High,High,Low,265,6LG,5,1802.3,4499.3,2697,1.59,16.182,4.99,10.1,17.5,8.2,7.4,85.4,72.6,66.5,6,5,2,4,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2
36,1,1,2,7,93-1.5-20,High,High,Medium,207.6,4SM,4,1788.2,4543.7,2755.5,1.58,20.97153179,5.09,1.3,8.2,8.19,6.9,84.3,63.4,60.6,6,4,4,3,3,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,3
36,1,1,2,4,93-1.5-24,High,High,High,176.1,4LG,3,1785.6,4603.4,2817.8,2.29,36.6426008,5.05,14.4,24.6,8.21,10.2,84,70,62.2,8,3,3,2,3,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,5
37,1,3,14,1,87-1.0-16,Low,Low,Low,176.1,1SM,5,1769.4,4642.5,2873.1,1.03,16.8046167,4.97,8.3,13.4,8.2,5.1,80.7,71,66.3,7,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
37,1,2,8,3,87-1.0-20,Low,Low,Medium,145,6LG,3,1763.4,4721.6,2958.2,1.01,20.6053931,5.06,0.6,5,8.22,4.4,81.1,68.4,62.8,5,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
37,1,3,14,10,87-1.0-24,Low,Low,High,119,4LG,3,1791.5,4724.1,2932.6,0.99,24.3972605,5.07,9.2,13.5,8.21,4.3,79.3,71.7,67.4,5,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
37,1,2,8,2,87-1.25-16,Low,Medium,Low,215.3,12LG,5,1772.1,4622.8,2850.7,1.3,17.21277288,5.07,5.3,11.1,8.2,5.8,80.1,68.1,61,4,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37,1,3,14,8,87-1.25-20,Low,Medium,Medium,176.1,12LG,3,1782.4,4584,2801.6,1.29,20.52279387,4.99,14.4,20.1,8.2,5.7,79.1,69,66.7,7,3,2,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
37,1,2,8,7,87-1.25-24,Low,Medium,High,150,13SM,4,1793,4635.2,2842.2,1.34,25.39032,5.07,11.3,17,8.21,5.7,78.2,66.7,57.6,6,3,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5
37,1,1,4,8,87-1.5-16,Low,High,Low,252.7,5LG,5,1798.8,4546,2747.2,1.52,16.52451128,5.04,12.4,19.5,8.19,7.1,80.3,67.7,62.4,3,3,3,4,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
37,1,1,4,9,87-1.5-20,Low,High,Medium,207.6,5LG,3,1776.8,4570.5,2793.7,1.49,20.05112235,5.06,18.4,25.1,8.2,6.7,80.2,71.4,63,6,4,2,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
37,1,3,14,5,87-1.5-24,Low,High,High,176.1,4LG,3,1798.7,4589.4,2790.7,1.46,23.13697899,4.98,7.7,14.2,8.21,6.5,79.4,71.8,67.1,6,3,3,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5
37,1,1,4,1,90-1.0-16,Medium,Low,Low,176.1,6LG,5,1806,4668.8,2862.8,1,16.25667235,5.06,19.6,24.4,8.21,4.8,83.3,70.8,64.1,8,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
37,1,1,4,3,90-1.0-20,Medium,Low,Medium,145,6LG,3,1770.2,4648.2,2878,1.05,20.84068966,5.09,19.6,24.2,8.2,4.6,83.3,69.7,64.5,6,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1,3,14,9,90-1.0-24,Medium,Low,High,121.1,14SM,3,1775.3,4701.3,2926,0.95,22.95375723,5.07,2.1,6.2,8.2,4.1,82.6,73.4,68.5,4,4,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37,1,2,8,8,90-1.25-16,Medium,Medium,Low,215.3,5SM,5,1780.6,4601.8,2821.2,1.3,17.03464933,5.08,17.1,22.7,8.21,5.6,79.9,66.9,55.9,8,4,3,3,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,5
37,1,1,4,2,90-1.25-20,Medium,Medium,Medium,176.1,12LG,3,1762.8,4580.8,2818,1.3,20.80295287,5.12,13.8,19.5,8.2,5.7,82.7,69.2,59.6,7,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
37,1,2,8,4,90-1.25-24,Medium,Medium,High,149,4LG,3,1780.7,4642.4,2861.7,1.27,24.39167114,5.06,2.8,8.1,8.2,5.3,80.1,66.1,60,6,3,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2
37,1,3,14,3,90-1.5-16,Medium,High,Low,252.7,5LG,5,1763.2,4541.3,2778.1,1.6,17.58986941,4.96,0.6,8,8.19,7.4,81.4,73.3,67.8,3,3,1,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1,2,8,9,90-1.5-20,Medium,High,Medium,207.6,5LG,3,1788.8,4568,2779.2,1.49,19.94705202,5.04,15.2,21.6,8.19,6.4,82.1,68.8,62,5,3,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
37,1,3,14,6,90-1.5-24,Medium,High,High,176.1,4LG,3,1794.3,4624.8,2830.5,1.47,23.62768313,5.01,14.1,20.5,8.19,6.4,80,71.5,66.7,6,3,2,2,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
37,1,3,14,4,93-1.0-16,High,Low,Low,176.1,2SM,5,1777.9,4597,2819.1,1.02,16.32868825,4.97,12.5,17.1,8.2,4.6,85.8,74.5,68.7,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
37,1,3,14,7,93-1.0-20,High,Low,Medium,140.3,3LG,3,1771,4585.3,2814.3,1,20.05915895,5.08,17.2,21.5,8.21,4.3,85,75.2,69.7,6,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37,1,2,8,5,93-1.0-24,High,Low,High,120,4LG,3,1775.9,4618.6,2842.7,1.01,23.92605833,5.13,0.4,4.5,8.22,4.1,79.6,67.8,61.1,7,5,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
37,1,1,4,5,93-1.25-16,High,Medium,Low,215.3,5SM,5,1792.2,4588.1,2795.9,1.33,17.27146772,5.04,7.6,13.7,8.19,6.1,84.9,73.5,67.7,7,4,2,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
37,1,3,14,2,93-1.25-20,High,Medium,Medium,176.1,1SM,3,1784.8,4592.2,2807.4,1.34,21.36238501,4.99,6.5,12.3,8.2,5.8,85.2,76,70.5,5,4,3,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
37,1,2,8,10,93-1.25-24,High,Medium,High,150,14SM,3,1791.2,4625.8,2834.6,1.24,23.43269333,5.1,4.8,10,8.18,5.2,83.8,70.8,64,5,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1,2,8,6,93-1.5-16,High,High,Low,265,6LG,5,1802.3,4499.3,2697,1.59,16.182,4.99,10.1,17.5,8.2,7.4,85.4,72.6,66.5,7,5,3,4,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4
37,1,1,4,4,93-1.5-20,High,High,Medium,207.6,4SM,4,1785.4,4546.2,2760.8,1.5,19.94797688,5.03,1,7.9,8.2,6.9,84.3,69.3,62.8,7,4,3,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3
37,1,1,4,6,93-1.5-24,High,High,High,176.1,4LG,3,1782.5,4579,2796.5,1.5,23.82027257,5.06,11.7,18.2,8.21,6.5,84.2,69.8,64.1,6,3,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
38,2,3,14,5,87-1.0-16,Low,Low,Low,176.1,1SM,5,1769.4,4642.5,2873.1,1.03,16.8046167,4.97,8.3,13.4,8.2,5.1,80.7,71,66.3,7,3,2,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4
38,2,2,10,4,87-1.0-20,Low,Low,Medium,145,6LG,3,1764.3,4670.2,2905.9,0.97,19.43946897,5.01,14.3,18.8,8.2,4.5,81,69.4,63.9,3,3,3,5,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
38,2,3,14,2,87-1.0-24,Low,Low,High,119,4LG,3,1791.5,4724.1,2932.6,0.99,24.3972605,5.07,9.2,13.5,8.21,4.3,79.3,71.7,67.4,7,3,2,3,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,4
38,2,2,10,10,87-1.25-16,Low,Medium,Low,215.3,12LG,5,1775.1,4586.2,2811.1,1.07,13.97063168,5.08,3.6,8.6,8.2,5,80.4,68.9,62.1,7,3,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4
38,2,3,14,7,87-1.25-20,Low,Medium,Medium,176.1,12LG,3,1782.4,4584,2801.6,1.29,20.52279387,4.99,14.4,20.1,8.2,5.7,79.1,69,66.7,8,2,3,4,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
38,2,2,10,7,87-1.25-24,Low,Medium,High,150,13SM,4,1792.3,4711.8,2919.5,1.095,21.31235,5.04,8.9,14.1,8.2,5.2,78,67.5,62.1,8,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5
38,2,1,4,3,87-1.5-16,Low,High,Low,252.7,5LG,5,1798.8,4546,2747.2,1.52,16.52451128,5.04,12.4,19.5,8.19,7.1,80.3,67.7,62.4,4,3,3,4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
38,2,1,4,9,87-1.5-20,Low,High,Medium,207.6,5LG,3,1776.8,4570.5,2793.7,1.49,20.05112235,5.06,18.4,25.1,8.2,6.7,80.2,71.4,63,8,2,3,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,4
38,2,3,14,9,87-1.5-24,Low,High,High,176.1,4LG,3,1798.7,4589.4,2790.7,1.46,23.13697899,4.98,7.7,14.2,8.21,6.5,79.4,71.8,67.1,9,3,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,5
38,2,1,4,8,90-1.0-16,Medium,Low,Low,176.1,6LG,5,1806,4668.8,2862.8,1,16.25667235,5.06,19.6,24.4,8.21,4.8,83.3,70.8,64.1,6,3,2,3,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4
38,2,1,4,2,90-1.0-20,Medium,Low,Medium,145,6LG,3,1770.2,4648.2,2878,1.05,20.84068966,5.09,19.6,24.2,8.2,4.6,83.3,69.7,64.5,2,3,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
38,2,3,14,10,90-1.0-24,Medium,Low,High,121.1,14SM,3,1775.3,4701.3,2926,0.95,22.95375723,5.07,2.1,6.2,8.2,4.1,82.6,73.4,68.5,8,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,5
38,2,2,10,2,90-1.25-16,Medium,Medium,Low,215.3,5SM,5,1779.2,4616.2,2837,1.245,16.40531816,5.01,19,25,8.21,6,83.3,71.4,65.3,4,3,3,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
38,2,1,4,5,90-1.25-20,Medium,Medium,Medium,176.1,12LG,3,1762.8,4580.8,2818,1.3,20.80295287,5.12,13.8,19.5,8.2,5.7,82.7,69.2,59.6,6,3,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
38,2,2,10,9,90-1.25-24,Medium,Medium,High,149,4LG,3,1780.2,4640.1,2859.9,1.45,27.83124161,5.02,2.7,9.3,8.22,6.6,80.8,70.2,63.8,8,3,2,3,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,4
38,2,3,14,3,90-1.5-16,Medium,High,Low,252.7,5LG,5,1763.2,4541.3,2778.1,1.6,17.58986941,4.96,0.6,8,8.19,7.4,81.4,73.3,67.8,8,4,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5
38,2,2,10,6,90-1.5-20,Medium,High,Medium,207.6,5LG,3,1787.9,4586.5,2798.6,1.45,19.54706166,5.01,9.7,16.4,8.19,6.7,82.4,70.1,63,6,3,3,4,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4
38,2,3,14,1,90-1.5-24,Medium,High,High,176.1,4LG,3,1794.3,4624.8,2830.5,1.47,23.62768313,5.01,14.1,20.5,8.19,6.4,80,71.5,66.7,8,3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,5
38,2,3,14,6,93-1.0-16,High,Low,Low,176.1,2SM,5,1777.9,4597,2819.1,1.02,16.32868825,4.97,12.5,17.1,8.2,4.6,85.8,74.5,68.7,8,3,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38,2,3,14,4,93-1.0-20,High,Low,Medium,140.3,3LG,3,1771,4585.3,2814.3,1,20.05915895,5.08,17.2,21.5,8.21,4.3,85,75.2,69.7,8,3,2,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5
38,2,2,10,3,93-1.0-24,High,Low,High,120,4LG,3,1771.4,4629.3,2857.9,1.005,23.9349125,5.05,16.6,21.1,8.22,4.5,83.5,70.8,64,7,4,3,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4
38,2,1,4,7,93-1.25-16,High,Medium,Low,215.3,5SM,5,1792.2,4588.1,2795.9,1.33,17.27146772,5.04,7.6,13.7,8.19,6.1,84.9,73.5,67.7,4,3,3,5,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
38,2,3,14,8,93-1.25-20,High,Medium,Medium,176.1,1SM,3,1784.8,4592.2,2807.4,1.34,21.36238501,4.99,6.5,12.3,8.2,5.8,85.2,76,70.5,8,4,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5
38,2,2,10,1,93-1.25-24,High,Medium,High,150,14SM,3,1790.3,4621.6,2831.3,1.215,22.93353,5.07,0.4,5.7,8.21,5.3,84.7,71.4,63.9,7,4,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4
38,2,2,10,8,93-1.5-16,High,High,Low,265,6LG,5,1800.6,4536.2,2735.6,1.585,16.36198491,4.98,6.4,13.6,8.21,7.2,84.6,69.1,62.8,4,4,3,4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
38,2,1,4,1,93-1.5-20,High,High,Medium,207.6,4SM,4,1785.4,4546.2,2760.8,1.5,19.94797688,5.03,1,7.9,8.2,6.9,84.3,69.3,62.8,6,3,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
38,2,1,4,4,93-1.5-24,High,High,High,176.1,4LG,3,1782.5,4579,2796.5,1.5,23.82027257,5.06,11.7,18.2,8.21,6.5,84.2,69.8,64.1,3,2,2,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
39,2,3,14,3,87-1.0-16,Low,Low,Low,176.1,1SM,5,1769.4,4642.5,2873.1,1.03,16.8046167,4.97,8.3,13.4,8.2,5.1,80.7,71,66.3,6,4,3,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,5
39,2,2,8,3,87-1.0-20,Low,Low,Medium,145,6LG,3,1763.4,4721.6,2958.2,1.01,20.6053931,5.06,0.6,5,8.22,4.4,81.1,68.4,62.8,6,4,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
39,2,3,14,10,87-1.0-24,Low,Low,High,119,4LG,3,1791.5,4724.1,2932.6,0.99,24.3972605,5.07,9.2,13.5,8.21,4.3,79.3,71.7,67.4,4,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,2,8,7,87-1.25-16,Low,Medium,Low,215.3,12LG,5,1772.1,4622.8,2850.7,1.3,17.21277288,5.07,5.3,11.1,8.2,5.8,80.1,68.1,61,4,4,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
39,2,3,14,5,87-1.25-20,Low,Medium,Medium,176.1,12LG,3,1782.4,4584,2801.6,1.29,20.52279387,4.99,14.4,20.1,8.2,5.7,79.1,69,66.7,4,3,3,4,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3
39,2,2,8,10,87-1.25-24,Low,Medium,High,150,13SM,4,1793,4635.2,2842.2,1.34,25.39032,5.07,11.3,17,8.21,5.7,78.2,66.7,57.6,4,2,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
39,2,1,2,3,87-1.5-16,Low,High,Low,252.7,5LG,5,1805.2,4604.1,2798.9,1.5,16.61396913,5.08,6.5,13.4,8.2,6.9,78,67.8,63.2,4,3,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
39,2,1,2,7,87-1.5-20,Low,High,Medium,207.6,5LG,3,1781.4,4568.1,2786.7,1.46,19.59817919,5.09,3.2,9.7,8.19,6.5,80.4,62.3,57,6,3,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
39,2,3,14,7,87-1.5-24,Low,High,High,176.1,4LG,3,1798.7,4589.4,2790.7,1.46,23.13697899,4.98,7.7,14.2,8.21,6.5,79.4,71.8,67.1,5,3,3,3,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4
39,2,1,2,1,90-1.0-16,Medium,Low,Low,176.1,6LG,5,1810.1,4663.4,2853.3,1.01,16.36475298,5.12,9.9,14.3,8.2,4.4,83.2,68.1,62.2,4,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
39,2,1,2,6,90-1.0-20,Medium,Low,Medium,145,6LG,3,1773.7,4640.8,2867.1,1.05,20.76175862,5.15,19.9,24.4,8.19,4.5,83.7,67.2,62.6,8,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5
39,2,3,14,8,90-1.0-24,Medium,Low,High,121.1,14SM,3,1775.3,4701.3,2926,0.95,22.95375723,5.07,2.1,6.2,8.2,4.1,82.6,73.4,68.5,5,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,2,8,5,90-1.25-16,Medium,Medium,Low,215.3,5SM,5,1780.6,4601.8,2821.2,1.3,17.03464933,5.08,17.1,22.7,8.21,5.6,79.9,66.9,55.9,3,3,4,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
39,2,1,2,8,90-1.25-20,Medium,Medium,Medium,176.1,12LG,3,1764.7,4586.6,2821.9,1.33,21.31247587,5.12,14.5,19.8,8.21,5.3,78.6,67,63.4,6,4,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
39,2,2,8,8,90-1.25-24,Medium,Medium,High,149,4LG,3,1780.7,4642.4,2861.7,1.27,24.39167114,5.06,2.8,8.1,8.2,5.3,80.1,66.1,60,3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
39,2,3,14,1,90-1.5-16,Medium,High,Low,252.7,5LG,5,1763.2,4541.3,2778.1,1.6,17.58986941,4.96,0.6,8,8.19,7.4,81.4,73.3,67.8,3,5,4,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
39,2,2,8,1,90-1.5-20,Medium,High,Medium,207.6,5LG,3,1788.8,4568,2779.2,1.49,19.94705202,5.04,15.2,21.6,8.19,6.4,82.1,68.8,62,3,5,4,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2
39,2,3,14,9,90-1.5-24,Medium,High,High,176.1,4LG,3,1794.3,4624.8,2830.5,1.47,23.62768313,5.01,14.1,20.5,8.19,6.4,80,71.5,66.7,4,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
39,2,3,14,4,93-1.0-16,High,Low,Low,176.1,2SM,5,1777.9,4597,2819.1,1.02,16.32868825,4.97,12.5,17.1,8.2,4.6,85.8,74.5,68.7,4,3,3,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
39,2,3,14,2,93-1.0-20,High,Low,Medium,140.3,3LG,3,1771,4585.3,2814.3,1,20.05915895,5.08,17.2,21.5,8.21,4.3,85,75.2,69.7,4,5,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39,2,2,8,4,93-1.0-24,High,Low,High,120,4LG,3,1775.9,4618.6,2842.7,1.01,23.92605833,5.13,0.4,4.5,8.22,4.1,79.6,67.8,61.1,5,3,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
39,2,1,2,4,93-1.25-16,High,Medium,Low,215.3,5SM,5,1799.8,4646.5,2846.7,1.28,16.92418021,5.08,8.3,14.2,8.18,5.9,80.3,67.9,62.8,3,3,3,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2
39,2,3,14,6,93-1.25-20,High,Medium,Medium,176.1,1SM,3,1784.8,4592.2,2807.4,1.34,21.36238501,4.99,6.5,12.3,8.2,5.8,85.2,76,70.5,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
39,2,2,8,6,93-1.25-24,High,Medium,High,150,14SM,3,1791.2,4625.8,2834.6,1.24,23.43269333,5.1,4.8,10,8.18,5.2,83.8,70.8,64,4,3,3,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3
39,2,2,8,9,93-1.5-16,High,High,Low,265,6LG,5,1802.3,4499.3,2697,1.59,16.182,4.99,10.1,17.5,8.2,7.4,85.4,72.6,66.5,2,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,2,1,2,9,93-1.5-20,High,High,Medium,207.6,4SM,4,1788.2,4543.7,2755.5,1.58,20.97153179,5.09,1.3,8.2,8.19,6.9,84.3,63.4,60.6,4,5,4,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
39,2,1,2,2,93-1.5-24,High,High,High,176.1,4LG,3,1785.6,4603.4,2817.8,2.29,36.6426008,5.05,14.4,24.6,8.21,10.2,84,70,62.2,4,4,3,2,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,3
40,2,3,14,5,87-1.0-16,Low,Low,Low,176.1,1SM,5,1769.4,4642.5,2873.1,1.03,16.8046167,4.97,8.3,13.4,8.2,5.1,80.7,71,66.3,6,4,3,2,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3
40,2,2,8,1,87-1.0-20,Low,Low,Medium,145,6LG,3,1763.4,4721.6,2958.2,1.01,20.6053931,5.06,0.6,5,8.22,4.4,81.1,68.4,62.8,8,3,3,2,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4
40,2,3,14,4,87-1.0-24,Low,Low,High,119,4LG,3,1791.5,4724.1,2932.6,0.99,24.3972605,5.07,9.2,13.5,8.21,4.3,79.3,71.7,67.4,5,3,3,2,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3
40,2,2,8,5,87-1.25-16,Low,Medium,Low,215.3,12LG,5,1772.1,4622.8,2850.7,1.3,17.21277288,5.07,5.3,11.1,8.2,5.8,80.1,68.1,61,4,3,4,3,3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1
40,2,3,14,2,87-1.25-20,Low,Medium,Medium,176.1,12LG,3,1782.4,4584,2801.6,1.29,20.52279387,4.99,14.4,20.1,8.2,5.7,79.1,69,66.7,8,3,3,3,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,4
40,2,2,8,8,87-1.25-24,Low,Medium,High,150,13SM,4,1793,4635.2,2842.2,1.34,25.39032,5.07,11.3,17,8.21,5.7,78.2,66.7,57.6,4,3,5,4,4,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
40,2,1,2,7,87-1.5-16,Low,High,Low,252.7,5LG,5,1805.2,4604.1,2798.9,1.5,16.61396913,5.08,6.5,13.4,8.2,6.9,78,67.8,63.2,8,3,3,3,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4
40,2,1,2,1,87-1.5-20,Low,High,Medium,207.6,5LG,3,1781.4,4568.1,2786.7,1.46,19.59817919,5.09,3.2,9.7,8.19,6.5,80.4,62.3,57,3,4,4,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2
40,2,3,14,9,87-1.5-24,Low,High,High,176.1,4LG,3,1798.7,4589.4,2790.7,1.46,23.13697899,4.98,7.7,14.2,8.21,6.5,79.4,71.8,67.1,4,3,4,4,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2
40,2,1,2,2,90-1.0-16,Medium,Low,Low,176.1,6LG,5,1810.1,4663.4,2853.3,1.01,16.36475298,5.12,9.9,14.3,8.2,4.4,83.2,68.1,62.2,6,3,1,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2
40,2,1,2,8,90-1.0-20,Medium,Low,Medium,145,6LG,3,1773.7,4640.8,2867.1,1.05,20.76175862,5.15,19.9,24.4,8.19,4.5,83.7,67.2,62.6,8,3,3,3,3,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,4
